number,incident_state,category,subcategory,symptom,impact_clean,urgency_clean,priority_clean,contact_type,reassignment_count,reopen_count,made_sla,mttr_minutes,assignment_group
INC0002339,Closed,Category 24,Subcategory 164,Symptom 387,Medium,Medium,P3,Phone,1,0,False,24831.0,Group 20
INC0002340,Closed,Category 9,Subcategory 164,,Medium,Medium,P3,Phone,1,0,False,4398.0,Group 69
INC0002341,Closed,Category 9,Subcategory 164,Symptom 134,Medium,Medium,P3,Phone,0,0,False,7398.0,Group 30
INC0002343,Closed,Category 45,Subcategory 29,,Medium,Medium,P3,Phone,0,0,True,298.0,Group 55
INC0002344,Closed,Category 53,Subcategory 117,Symptom 470,Medium,Medium,P3,Phone,0,0,True,111.0,Group 28
INC0002345,Closed,Category 43,Subcategory 105,Symptom 4,Medium,Medium,P3,Phone,2,0,True,423.0,Group 39
INC0002347,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,0,0,True,5.0,Group 24
INC0002348,Closed,Category 20,Subcategory 89,Symptom 220,Medium,Medium,P3,Phone,1,0,True,34.0,Group 66
INC0002349,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,True,27.0,Group 25
INC0002350,Closed,Category 9,Subcategory 164,Symptom 134,Medium,Medium,P3,Phone,3,0,False,38825.0,Group 24
INC0002352,Closed,Category 53,Subcategory 78,Symptom 260,Medium,Medium,P3,Phone,6,0,False,25858.0,Group 28
INC0002353,Closed,Category 20,Subcategory 125,Symptom 470,Medium,Medium,P3,Phone,0,0,False,4551.0,Group 28
INC0002354,Closed,Category 45,Subcategory 200,Symptom 470,Medium,Medium,P3,Phone,0,0,True,39.0,Group 70
INC0002356,Closed,Category 24,Subcategory 164,Symptom 472,Medium,Medium,P3,Phone,0,0,False,10239.0,Group 29
INC0002357,Closed,Category 20,Subcategory 103,Symptom 571,Medium,Medium,P3,Phone,1,0,True,346.0,Group 25
INC0002358,Closed,Category 45,Subcategory 220,Symptom 253,Medium,Medium,P3,Phone,1,0,False,6109.0,Group 70
INC0002361,Closed,Category 53,Subcategory 271,,Medium,Medium,P3,Phone,0,0,False,18169.0,Group 70
INC0002362,Closed,Category 26,Subcategory 175,Symptom 470,Medium,Medium,P3,Phone,0,0,False,6042.0,Group 70
INC0002363,Closed,Category 61,Subcategory 164,Symptom 4,Medium,Medium,P3,Phone,0,0,False,18694.0,Group 25
INC0002364,Closed,Category 61,Subcategory 164,Symptom 208,Medium,Medium,P3,Phone,1,0,False,5697.0,Group 73
INC0002365,Closed,Category 23,Subcategory 75,Symptom 4,Medium,Medium,P3,Phone,0,0,True,13.0,Group 70
INC0002366,Closed,Category 57,Subcategory 170,,Medium,Medium,P3,Phone,0,0,False,84950.0,Group 65
INC0002367,Closed,Category 44,Subcategory 54,,Low,Low,P4,Phone,0,0,True,7112.0,Group 5
INC0002368,Closed,Category 42,Subcategory 106,Symptom 208,Medium,Medium,P3,Phone,0,0,False,7155.0,Group 22
INC0002369,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,1,0,True,28.0,Group 28
INC0002370,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,0,0,False,7346.0,Group 25
INC0002371,Closed,Category 61,Subcategory 164,Symptom 114,Medium,Medium,P3,Phone,1,0,False,5794.0,Group 73
INC0002372,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002373,Closed,Category 42,Subcategory 31,,Medium,Medium,P3,Phone,0,0,False,12800.0,Group 70
INC0002374,Closed,Category 61,Subcategory 164,Symptom 607,Medium,Medium,P3,Phone,1,0,False,27336.0,Group 73
INC0002375,Closed,Category 51,Subcategory 25,Symptom 4,Low,Low,P4,Phone,12,0,True,19132.0,Group 54
INC0002376,Closed,Category 20,Subcategory 125,Symptom 4,Medium,Medium,P3,Phone,3,0,False,18827.0,Group 28
INC0002377,Closed,Category 20,Subcategory 103,Symptom 473,Medium,Medium,P3,Phone,1,0,False,5858.0,Group 25
INC0002378,Closed,Category 26,Subcategory 175,Symptom 69,Medium,Medium,P3,Phone,3,0,False,18953.0,Group 70
INC0002379,Closed,Category 57,Subcategory 174,Symptom 605,Medium,Medium,P3,Phone,3,0,False,25840.0,Group 23
INC0002380,Closed,Category 40,Subcategory 69,,Medium,Medium,P3,Phone,0,0,True,227.0,Group 20
INC0002381,Closed,Category 53,Subcategory 303,Symptom 387,Medium,Medium,P3,Phone,1,0,False,17393.0,Group 25
INC0002382,Closed,Category 43,Subcategory 107,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002383,Closed,Category 61,Subcategory 283,Symptom 429,Medium,Medium,P3,Phone,0,0,False,8737.0,Group 73
INC0002384,Closed,Category 30,Subcategory 275,Symptom 72,Medium,Medium,P3,Phone,1,0,False,10477.0,Group 25
INC0002385,Closed,Category 53,Subcategory 168,Symptom 315,Medium,Medium,P3,Phone,0,0,False,4548.0,Group 24
INC0002386,Closed,Category 32,Subcategory 9,Symptom 470,Medium,Medium,P3,Phone,1,0,False,25834.0,Group 70
INC0002389,Closed,Category 53,Subcategory 303,Symptom 387,Medium,Medium,P3,Phone,1,0,False,14702.0,Group 25
INC0002391,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,0,0,True,235.0,Group 25
INC0002392,Closed,Category 57,Subcategory 170,Symptom 387,Medium,Medium,P3,Phone,3,0,False,27662.0,Group 70
INC0002394,Closed,Category 9,Subcategory 204,Symptom 607,Medium,Medium,P3,Phone,1,0,True,373.0,Group 30
INC0002396,Closed,Category 53,Subcategory 303,,Medium,Medium,P3,Phone,2,0,False,25840.0,Group 70
INC0002397,Closed,Category 26,Subcategory 164,Symptom 607,Medium,Medium,P3,Phone,0,0,False,9424.0,Group 25
INC0002398,Closed,Category 26,Subcategory 175,Symptom 387,Medium,Medium,P3,Phone,0,0,False,4560.0,Group 28
INC0002399,Closed,Category 44,Subcategory 54,,Medium,Medium,P3,Phone,0,0,False,14690.0,Group 54
INC0002400,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,1,0,False,79252.0,Group 6
INC0002401,Closed,Category 42,Subcategory 106,Symptom 470,Medium,Medium,P3,Phone,1,0,False,4318.0,Group 39
INC0002402,Closed,Category 26,Subcategory 175,Symptom 470,Medium,Medium,P3,Phone,2,0,False,6222.0,Group 70
INC0002403,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002405,Closed,Category 9,Subcategory 164,Symptom 4,Medium,Medium,P3,Phone,0,0,False,17397.0,Group 70
INC0002406,Closed,Category 37,Subcategory 135,Symptom 134,Medium,Medium,P3,Phone,1,0,False,27585.0,Group 48
INC0002407,Closed,Category 53,Subcategory 113,Symptom 4,Medium,Medium,P3,Phone,1,0,True,369.0,Group 39
INC0002409,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,3,0,False,27192.0,Group 29
INC0002411,Closed,Category 9,Subcategory 164,,Medium,Medium,P3,Phone,0,0,False,14294.0,Group 25
INC0002412,Closed,Category 20,Subcategory 125,Symptom 387,Medium,Medium,P3,Phone,1,0,True,39.0,Group 24
INC0002414,Closed,Category 22,Subcategory 277,,Medium,Medium,P3,Phone,0,0,False,59335.0,Group 75
INC0002415,Closed,Category 24,Subcategory 164,Symptom 4,Medium,Medium,P3,Phone,1,0,False,10304.0,Group 74
INC0002416,Closed,Category 55,Subcategory 170,,Medium,Medium,P3,Phone,1,0,False,14260.0,Group 51
INC0002417,Closed,Category 9,Subcategory 164,Symptom 6,Medium,Medium,P3,Phone,1,0,True,67.0,Group 69
INC0002418,Closed,Category 26,Subcategory 275,Symptom 571,Medium,Medium,P3,Phone,2,0,False,28913.0,Group 30
INC0002419,Closed,Category 28,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,35909.0,Group 70
INC0002420,Closed,Category 55,Subcategory 170,Symptom 273,Medium,Medium,P3,Phone,0,0,False,18866.0,Group 65
INC0002421,Closed,Category 9,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,0,0,False,7378.0,Group 28
INC0002422,Closed,Category 26,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,1,0,True,164.0,Group 23
INC0002426,Closed,Category 57,Subcategory 184,Symptom 273,Medium,Medium,P3,Phone,0,0,False,50412.0,Group 65
INC0002427,Closed,Category 9,Subcategory 164,Symptom 529,Medium,Medium,P3,Phone,12,0,False,29149.0,Group 25
INC0002428,Closed,Category 19,Subcategory 4,Symptom 605,Medium,Medium,P3,Phone,6,0,False,64733.0,Group 72
INC0002429,Closed,Category 26,Subcategory 175,Symptom 572,Medium,Medium,P3,Phone,1,0,True,234.0,Group 20
INC0002434,Closed,Category 55,Subcategory 170,,Medium,Medium,P3,Phone,1,0,False,10120.0,Group 56
INC0002436,Closed,Category 61,Subcategory 16,Symptom 311,Medium,Medium,P3,Phone,1,0,False,5601.0,Group 73
INC0002437,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,7,0,False,27592.0,Group 70
INC0002439,Closed,Category 53,Subcategory 298,Symptom 387,Medium,Medium,P3,Phone,0,0,True,256.0,Group 25
INC0002440,Closed,Category 61,Subcategory 16,Symptom 474,Medium,Medium,P3,Phone,1,0,False,4643.0,Group 74
INC0002443,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002444,Closed,Category 55,Subcategory 146,Symptom 387,Medium,Medium,P3,Phone,0,0,True,251.0,Group 25
INC0002445,Closed,Category 46,Subcategory 150,Symptom 491,Medium,Medium,P3,Phone,1,0,False,59057.0,Group 10
INC0002446,Closed,Category 35,Subcategory 28,Symptom 4,Medium,Medium,P3,Phone,0,0,True,141.0,Group 25
INC0002447,Closed,Category 53,Subcategory 117,Symptom 208,Medium,Medium,P3,Phone,0,0,True,20.0,Group 24
INC0002448,Closed,Category 34,Subcategory 154,Symptom 112,Medium,Medium,P3,Phone,11,0,False,47560.0,Group 23
INC0002449,Closed,Category 37,Subcategory 123,Symptom 208,Medium,Medium,P3,Phone,1,0,True,204.0,Group 62
INC0002450,Closed,Category 45,Subcategory 200,,Low,Low,P4,Phone,0,0,True,4186.0,Group 39
INC0002452,Closed,Category 26,Subcategory 275,Symptom 474,Medium,Medium,P3,Phone,3,0,False,10027.0,Group 74
INC0002453,Closed,Category 55,Subcategory 161,Symptom 387,Medium,Medium,P3,Phone,1,0,False,6001.0,Group 27
INC0002454,Closed,Category 9,Subcategory 164,Symptom 134,Medium,Medium,P3,Phone,0,0,False,8468.0,Group 24
INC0002456,Closed,Category 55,Subcategory 161,,Medium,Medium,P3,Phone,2,0,False,15693.0,Group 27
INC0002457,Closed,Category 45,Subcategory 94,,Medium,Medium,P3,Phone,1,0,False,9077.0,Group 33
INC0002458,Closed,Category 45,Subcategory 200,,Low,Low,P4,Phone,0,0,True,320.0,Group 39
INC0002459,Closed,Category 57,Subcategory 146,Symptom 470,Medium,Medium,P3,Phone,2,0,False,10090.0,Group 27
INC0002460,Closed,Category 19,Subcategory 4,,Medium,Medium,P3,Phone,1,0,False,4203.0,Group 27
INC0002461,Closed,Category 26,Subcategory 175,Symptom 473,Medium,Medium,P3,Phone,0,0,False,14432.0,Group 25
INC0002462,Closed,Category 26,Subcategory 175,Symptom 232,Medium,Medium,P3,Phone,0,0,True,128.0,Group 28
INC0002463,Closed,Category 20,Subcategory 103,Symptom 208,Medium,Medium,P3,Phone,0,0,False,9356.0,Group 27
INC0002465,Closed,Category 24,Subcategory 164,,Medium,Medium,P3,Phone,0,0,False,14410.0,Group 23
INC0002467,Closed,Category 45,Subcategory 229,Symptom 230,Medium,Medium,P3,Phone,0,0,False,19052.0,Group 57
INC0002468,Closed,Category 26,Subcategory 175,Symptom 4,Medium,Medium,P3,Phone,2,0,False,17509.0,Group 70
INC0002470,Closed,Category 45,Subcategory 200,Symptom 4,Medium,Medium,P3,Phone,3,0,False,10356.0,Group 24
INC0002471,Closed,Category 26,Subcategory 175,Symptom 571,Medium,Medium,P3,Phone,0,0,False,5541.0,Group 28
INC0002476,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,0,0,False,4307.0,Group 25
INC0002477,Closed,Category 23,Subcategory 3,Symptom 308,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002478,Closed,Category 53,Subcategory 194,,Medium,Medium,P3,Phone,1,0,False,8606.0,Group 25
INC0002481,Closed,Category 32,Subcategory 9,Symptom 4,Medium,Medium,P3,Phone,3,0,False,27425.0,Group 54
INC0002483,Closed,Category 20,Subcategory 125,Symptom 208,High,Medium,P2,Phone,0,1,False,7185.0,Group 25
INC0002484,Closed,Category 45,Subcategory 200,Symptom 208,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002486,Closed,Category 51,Subcategory 301,Symptom 470,Medium,Medium,P3,Phone,0,0,False,4585.0,Group 28
INC0002490,Closed,Category 37,Subcategory 123,Symptom 257,Medium,Medium,P3,Phone,0,0,False,4223.0,Group 25
INC0002492,Closed,Category 61,Subcategory 164,Symptom 387,Medium,Medium,P3,Phone,1,0,False,8569.0,Group 73
INC0002493,Closed,Category 45,Subcategory 200,Symptom 580,Medium,Medium,P3,Phone,4,0,False,20086.0,Group 25
INC0002497,Closed,Category 53,Subcategory 20,Symptom 387,Medium,Medium,P3,Phone,0,0,False,20291.0,Group 25
INC0002499,Closed,Category 45,Subcategory 220,Symptom 208,Medium,Medium,P3,Phone,1,0,False,50470.0,Group 66
INC0002501,Closed,Category 53,Subcategory 20,,Medium,Medium,P3,Phone,1,0,False,28675.0,Group 25
INC0002502,Closed,Category 9,Subcategory 164,,Medium,Medium,P3,Phone,1,0,False,17054.0,Group 29
INC0002503,Closed,Category 45,Subcategory 200,,Low,Low,P4,Phone,0,0,True,251.0,Group 39
INC0002505,Closed,Category 32,Subcategory 9,Symptom 6,Medium,Medium,P3,Phone,0,0,True,906.0,Group 70
INC0002507,Closed,Category 9,Subcategory 164,,Medium,Medium,P3,Phone,0,0,False,14120.0,Group 25
INC0002509,Closed,Category 61,Subcategory 164,,Medium,Medium,P3,Phone,0,0,False,4168.0,Group 25
INC0002510,Closed,Category 44,Subcategory 54,,Medium,Medium,P3,Phone,0,0,True,8.0,Group 70
INC0002512,Closed,Category 40,Subcategory 215,Symptom 473,Medium,Medium,P3,Phone,1,0,False,4390.0,Group 24
INC0002515,Closed,Category 45,Subcategory 200,,Low,Medium,P4,Phone,0,0,True,221.0,Group 39
INC0002516,Closed,Category 51,Subcategory 6,Symptom 524,Medium,Medium,P3,Phone,1,0,False,10192.0,Group 20
INC0002518,Closed,Category 45,Subcategory 200,Symptom 208,Medium,Medium,P3,Phone,3,0,False,8549.0,Group 51
INC0002520,Closed,Category 45,Subcategory 229,Symptom 4,Medium,Medium,P3,Phone,0,0,False,8331.0,Group 6
INC0002521,Closed,Category 44,Subcategory 54,,Medium,Medium,P3,Phone,0,0,True,7.0,Group 70
INC0002525,Closed,Category 13,Subcategory 69,,Medium,Medium,P3,Phone,1,0,False,6998.0,Group 23
INC0002527,Closed,Category 55,Subcategory 196,Symptom 4,Medium,Medium,P3,Phone,8,0,False,11264.0,Group 70
INC0002528,Closed,Category 26,Subcategory 275,Symptom 4,Medium,Medium,P3,Phone,9,0,False,10211.0,Group 70
INC0002529,Closed,Category 61,Subcategory 164,,Medium,Medium,P3,Phone,1,0,False,27171.0,Group 73
INC0002530,Closed,Category 42,Subcategory 31,Symptom 4,Medium,Medium,P3,Phone,0,0,True,17.0,Group 70
INC0002531,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,0,0,False,11262.0,Group 70
INC0002532,Closed,Category 24,Subcategory 228,Symptom 116,Low,Medium,P4,Phone,2,0,True,5759.0,Group 28
INC0002535,Closed,Category 43,Subcategory 105,Symptom 4,Medium,Medium,P3,Phone,4,0,False,6942.0,Group 39
INC0002536,Closed,Category 40,Subcategory 215,,Medium,Medium,P3,Phone,1,0,False,8492.0,Group 73
INC0002537,Closed,Category 20,Subcategory 125,,Low,Medium,P4,Phone,0,0,True,33.0,Group 27
INC0002538,Closed,Category 55,Subcategory 170,Symptom 387,Medium,Medium,P3,Phone,3,0,False,24252.0,Group 70
INC0002539,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,0,0,True,11.0,Group 24
INC0002540,Closed,Category 26,Subcategory 164,Symptom 208,Medium,Medium,P3,Phone,0,0,False,10027.0,Group 30
INC0002542,Closed,Category 55,Subcategory 170,Symptom 4,Medium,Medium,P3,Phone,1,0,True,236.0,Group 65
INC0002543,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,2,0,False,4126.0,Group 27
INC0002545,Closed,Category 34,Subcategory 197,,Medium,Medium,P3,Phone,2,0,False,56022.0,Group 45
INC0002546,Closed,Category 44,Subcategory 54,Symptom 4,Medium,Medium,P3,Phone,0,0,False,11787.0,Group 70
INC0002548,Closed,Category 26,Subcategory 275,Symptom 315,Medium,Medium,P3,Phone,1,0,False,8453.0,Group 73
INC0002549,Closed,Category 53,Subcategory 153,Symptom 6,Medium,Medium,P3,Phone,4,0,False,18459.0,Group 65
INC0002550,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,0,0,False,7334.0,Group 25
INC0002551,Closed,Category 53,Subcategory 168,,Medium,Medium,P3,Phone,0,0,False,15988.0,Group 25
INC0002554,Closed,Category 45,Subcategory 223,Symptom 4,Medium,Medium,P3,Phone,0,0,False,4065.0,Group 39
INC0002556,Closed,Category 24,Subcategory 164,Symptom 329,Medium,Medium,P3,Phone,0,0,True,134.0,Group 28
INC0002557,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,1,0,False,4136.0,Group 33
INC0002558,Closed,Category 42,Subcategory 224,Symptom 470,Medium,Medium,P3,Phone,0,0,False,15893.0,Group 33
INC0002559,Closed,Category 34,Subcategory 294,,Medium,Medium,P3,Phone,5,0,False,166867.0,Group 25
INC0002560,Closed,Category 40,Subcategory 69,Symptom 4,Medium,Medium,P3,Phone,1,0,False,14117.0,Group 70
INC0002562,Closed,Category 45,Subcategory 200,Symptom 470,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002563,Closed,Category 53,Subcategory 117,,Medium,Medium,P3,Phone,0,0,False,3945.0,Group 24
INC0002565,Closed,Category 42,Subcategory 31,Symptom 387,Medium,Medium,P3,Phone,4,0,False,8249.0,Group 70
INC0002566,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,False,16214.0,Group 70
INC0002569,Closed,Category 34,Subcategory 154,Symptom 491,Medium,Medium,P3,Phone,12,0,False,136908.0,Group 23
INC0002570,Closed,Category 9,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,0,0,True,79.0,Group 23
INC0002571,Closed,Category 23,Subcategory 3,Symptom 4,Medium,Medium,P3,Phone,4,0,False,20404.0,Group 70
INC0002572,Closed,Category 55,Subcategory 305,,Medium,Medium,P3,Phone,0,0,False,48662.0,Group 33
INC0002574,Closed,Category 26,Subcategory 164,Symptom 387,Medium,Medium,P3,Phone,1,0,False,3924.0,Group 20
INC0002575,Closed,Category 37,Subcategory 123,Symptom 6,Medium,Medium,P3,Phone,0,0,False,18408.0,Group 25
INC0002577,Closed,Category 23,Subcategory 75,,Medium,Medium,P3,Phone,0,0,False,3618.0,Group 70
INC0002578,Closed,Category 45,Subcategory 223,Symptom 6,Medium,Medium,P3,Phone,0,0,True,3.0,Group 64
INC0002580,Closed,Category 55,Subcategory 270,,Medium,Medium,P3,Phone,0,0,False,60303.0,Group 33
INC0002581,Closed,Category 26,Subcategory 275,,Medium,Medium,P3,Phone,0,0,False,4424.0,Group 25
INC0002582,Closed,Category 22,Subcategory 277,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002583,Closed,Category 22,Subcategory 277,Symptom 69,Medium,Medium,P3,Phone,3,0,False,40051.0,Group 75
INC0002585,Closed,Category 53,Subcategory 80,Symptom 387,Medium,Medium,P3,Phone,3,0,False,12102.0,Group 70
INC0002586,Closed,Category 42,Subcategory 31,,Medium,Medium,P3,Phone,0,0,False,4043.0,Group 39
INC0002587,Closed,Category 26,Subcategory 275,,Medium,Medium,P3,Phone,5,0,False,14125.0,Group 24
INC0002588,Closed,Category 55,Subcategory 270,Symptom 208,Medium,Medium,P3,Phone,0,0,False,9818.0,Group 33
INC0002591,Closed,Category 55,Subcategory 270,,Low,Low,P4,Phone,0,0,False,79267.0,Group 33
INC0002592,Closed,Category 40,Subcategory 215,,Medium,Medium,P3,Phone,5,0,False,18709.0,Group 70
INC0002593,Closed,Category 24,Subcategory 164,,Medium,Medium,P3,Phone,0,0,False,5648.0,Group 25
INC0002595,Closed,Category 45,Subcategory 229,Symptom 249,Medium,Medium,P3,Phone,0,0,False,7001.0,Group 6
INC0002596,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002597,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,1,0,True,91.0,Group 62
INC0002598,Closed,Category 61,Subcategory 16,,Medium,Medium,P3,Phone,1,0,False,8469.0,Group 73
INC0002599,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,False,4080.0,Group 55
INC0002602,Closed,Category 61,Subcategory 164,Symptom 4,Medium,Medium,P3,Phone,0,0,False,4035.0,Group 25
INC0002603,Closed,Category 20,Subcategory 103,Symptom 592,Medium,Medium,P3,Phone,2,0,False,4406.0,Group 23
INC0002604,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,1,0,False,4393.0,Group 33
INC0002607,Closed,Category 45,Subcategory 199,,Medium,Medium,P3,Phone,2,0,False,34339.0,Group 57
INC0002608,Closed,Category 46,Subcategory 260,Symptom 284,Medium,Medium,P3,Phone,1,0,False,178683.0,Group 6
INC0002609,Closed,Category 24,Subcategory 164,,Medium,Medium,P3,Phone,1,0,False,3940.0,Group 27
INC0002611,Closed,Category 37,Subcategory 123,Symptom 208,Medium,Medium,P3,Phone,0,0,False,27309.0,Group 48
INC0002613,Closed,Category 45,Subcategory 150,Symptom 469,Medium,Medium,P3,Phone,2,0,False,5811.0,Group 10
INC0002615,Closed,Category 23,Subcategory 3,Symptom 232,Medium,Medium,P3,Phone,0,0,False,35762.0,Group 72
INC0002616,Closed,Category 45,Subcategory 200,Symptom 4,Medium,Medium,P3,Phone,0,0,False,17883.0,Group 70
INC0002617,Closed,Category 55,Subcategory 270,,Medium,Medium,P3,Phone,0,0,False,79182.0,Group 33
INC0002618,Closed,Category 53,Subcategory 269,Symptom 387,Medium,Medium,P3,Phone,0,0,True,27.0,Group 70
INC0002619,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,1,0,False,18517.0,Group 70
INC0002620,Closed,Category 37,Subcategory 123,Symptom 521,Medium,Medium,P3,Phone,2,0,False,27338.0,Group 70
INC0002621,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,False,5802.0,Group 70
INC0002623,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,False,27126.0,Group 10
INC0002624,Closed,Category 9,Subcategory 164,,Medium,Medium,P3,Phone,0,0,True,74.0,Group 70
INC0002626,Closed,Category 61,Subcategory 164,,Medium,Medium,P3,Phone,3,0,False,27006.0,Group 73
INC0002628,Closed,Category 24,Subcategory 164,,Medium,Medium,P3,Phone,2,0,False,8481.0,Group 30
INC0002629,Closed,Category 13,Subcategory 302,,Medium,Medium,P3,Phone,6,0,False,24238.0,Group 23
INC0002630,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,2,0,False,7210.0,Group 28
INC0002631,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,1,0,False,14483.0,Group 51
INC0002632,Closed,Category 26,Subcategory 275,Symptom 387,Medium,Medium,P3,Phone,5,0,False,15367.0,Group 54
INC0002633,Closed,Category 45,Subcategory 229,Symptom 249,Medium,Medium,P3,Phone,1,0,False,24413.0,Group 6
INC0002634,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,True,14.0,Group 55
INC0002635,Closed,Category 17,Subcategory 12,Symptom 4,Medium,Medium,P3,Phone,4,0,False,6825.0,Group 70
INC0002636,Closed,Category 42,Subcategory 106,Symptom 4,Medium,Medium,P3,Phone,0,0,True,21.0,Group 70
INC0002637,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,False,17000.0,Group 70
INC0002638,Closed,Category 37,Subcategory 123,,Medium,Medium,P3,Phone,10,0,False,26958.0,Group 25
INC0002640,Closed,Category 37,Subcategory 144,,Medium,Medium,P3,Phone,0,0,True,65.0,Group 47
INC0002642,Closed,Category 40,Subcategory 43,,Medium,Medium,P3,Phone,1,0,False,3984.0,Group 23
INC0002643,Closed,Category 40,Subcategory 43,,Medium,Medium,P3,Phone,1,0,False,8578.0,Group 30
INC0002644,Closed,Category 26,Subcategory 275,Symptom 387,Medium,Medium,P3,Phone,1,1,False,64449.0,Group 72
INC0002646,Closed,Category 53,Subcategory 117,Symptom 387,Medium,Medium,P3,Phone,1,0,False,3863.0,Group 24
INC0002647,Closed,Category 51,Subcategory 6,,Medium,Medium,P3,Phone,0,0,False,18492.0,Group 70
INC0002648,Closed,Category 45,Subcategory 200,,Medium,Medium,P3,Phone,0,0,False,5477.0,Group 55
INC0002650,Closed,Category 42,Subcategory 224,Symptom 470,Medium,Medium,P3,Phone,3,0,False,25503.0,Group 70
INC0002653,Closed,Category 53,Subcategory 303,,Medium,Medium,P3,Phone,1,0,False,5621.0,Group 23
INC0002655,Closed,Category 23,Subcategory 3,Symptom 4,Medium,Medium,P3,Phone,0,0,False,5739.0,Group 30
INC0002657,Closed,Category 61,Subcategory 164,,Medium,Medium,P3,Phone,1,0,False,5299.0,Group 73
INC0002658,Closed,Category 45,Subcategory 223,,Medium,Medium,P3,Phone,2,0,True,716.0,Group 70
INC0002659,Closed,Category 45,Subcategory 199,Symptom 559,Medium,Medium,P3,Phone,5,0,False,35890.0,Group 57
INC0002660,Closed,Category 26,Subcategory 275,Symptom 54,Medium,Medium,P3,Phone,9,0,False,18629.0,Group 70
INC0002661,Closed,Category 34,Subcategory 154,,Medium,Medium,P3,Phone,8,0,False,27065.0,Group 70
INC0002662,Closed,Category 20,Subcategory 103,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002663,Closed,Category 20,Subcategory 103,Symptom 387,Medium,Medium,P3,Phone,0,0,False,3939.0,Group 23
INC0002664,Closed,Category 26,Subcategory 275,Symptom 54,Medium,Medium,P3,Phone,5,0,False,25493.0,Group 70
INC0002665,Closed,Category 61,Subcategory 16,,Medium,Medium,P3,Phone,1,0,False,10023.0,Group 74
INC0002666,Closed,Category 44,Subcategory 54,,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0002667,Closed,Category 45,Subcategory 200,Symptom 311,Medium,Medium,P3,Phone,0,0,True,50.0,Group 21
INC0002669,Closed,Category 42,Subcategory 31,Symptom 4,Medium,Medium,P3,Phone,4,0,False,25543.0,Group 70
INC0002670,Closed,Category 53,Subcategory 127,Symptom 10,Medium,Medium,P3,Phone,5,0,False,25779.0,Group 76
INC0002671,Closed,Category 42,Subcategory 224,Symptom 592,Medium,Medium,P3,Phone,1,0,False,23977.0,Group 70
INC0002673,Closed,Category 40,Subcategory 43,,Medium,Medium,P3,Phone,2,0,False,11116.0,Group 70
INC0002674,Closed,Category 40,Subcategory 43,,Medium,Medium,P3,Phone,1,0,False,3978.0,Group 27
INC0002675,Closed,Category 40,Subcategory 43,Symptom 387,Medium,Medium,P3,Phone,3,0,False,6866.0,Group 20
INC0002676,Closed,Category 55,Subcategory 124,Symptom 607,Medium,Medium,P3,Phone,0,0,True,2.0,Group 24
